ResourceType      Locations    Name                    Zones    Restrictions
virtualMachines   centralus    Standard_E2_v4          1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E2_v5          1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E32-16ads_v5   1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E32-16as_v4    1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E32-16as_v5    1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E32-16ds_v4    1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E32-16ds_v5    1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E32-16s_v3     1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E32-16s_v4     1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E32-16s_v5     1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E32-8ads_v5    1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E32-8as_v4     1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E32-8as_v5     1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E32-8ds_v4     1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E32-8ds_v5     1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E32-8s_v3      1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E32-8s_v4      1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E32-8s_v5      1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E32ads_v5      1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E32as_v4       1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E32as_v5       1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E32a_v4        1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E32bds_v5      1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,2']
virtualMachines   centralus    Standard_E32bs_v5       1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,2']
virtualMachines   centralus    Standard_E32ds_v4       1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E32ds_v5       1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E32d_v4        1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E32d_v5        1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E32pds_v5      1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E32ps_v5       1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E32s_v3        1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E32s_v4        1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E32s_v5        1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E32_v3         1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E32_v4         1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E32_v5         1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E4-2ads_v5     1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E4-2as_v4      1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E4-2as_v5      1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E4-2ds_v4      1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E4-2ds_v5      1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E4-2s_v3       1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E4-2s_v4       1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E4-2s_v5       1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E48ads_v5      1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E48as_v4       1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E48as_v5       1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E48a_v4        1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E48bds_v5      1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,2']
virtualMachines   centralus    Standard_E48bs_v5       1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,2']
virtualMachines   centralus    Standard_E48ds_v4       1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E48ds_v5       1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E48d_v4        1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E48d_v5        1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E48s_v3        1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E48s_v4        1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E48s_v5        1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E48_v3         1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E48_v4         1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E48_v5         1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E4ads_v5       1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E4as_v4        1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E4as_v5        1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E4a_v4         1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E4bds_v5       1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,2']
virtualMachines   centralus    Standard_E4bs_v5        1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,2']
virtualMachines   centralus    Standard_E4ds_v4        1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E4ds_v5        1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E4d_v4         1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E4d_v5         1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E4pds_v5       1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E4ps_v5        1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E4s_v3         1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E4s_v4         1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E4s_v5         1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E4_v3          1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E4_v4          1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E4_v5          1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E64-16ads_v5   1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E64-16as_v4    1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E64-16as_v5    1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E64-16ds_v4    1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E64-16ds_v5    1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E64-16s_v3     1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E64-16s_v4     1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E64-16s_v5     1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E64-32ads_v5   1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E64-32as_v4    1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E64-32as_v5    1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E64-32ds_v4    1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E64-32ds_v5    1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E64-32s_v3     1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E64-32s_v4     1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E64-32s_v5     1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E64ads_v5      1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E64as_v4       1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E64as_v5       1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E64a_v4        1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E64bds_v5      1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,2']
virtualMachines   centralus    Standard_E64bs_v5       1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,2']
virtualMachines   centralus    Standard_E64ds_v4       1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E64ds_v5       1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E64d_v4        1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E64d_v5        1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E64is_v3       1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 3
virtualMachines   centralus    Standard_E64i_v3        1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E64s_v3        1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E64s_v4        1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E64s_v5        1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E64_v3         1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E64_v4         1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E64_v5         1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E8-2ads_v5     1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E8-2as_v4      1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E8-2as_v5      1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E8-2ds_v4      1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E8-2ds_v5      1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E8-2s_v3       1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E8-2s_v4       1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E8-2s_v5       1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E8-4ads_v5     1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E8-4as_v4      1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E8-4as_v5      1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E8-4ds_v4      1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E8-4ds_v5      1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E8-4s_v3       1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E8-4s_v4       1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E8-4s_v5       1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E80ids_v4      1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E80is_v4       1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E8ads_v5       1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E8as_v4        1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E8as_v5        1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E8a_v4         1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E8bds_v5       1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,2']
virtualMachines   centralus    Standard_E8bs_v5        1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,2']
virtualMachines   centralus    Standard_E8ds_v4        1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E8ds_v5        1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E8d_v4         1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E8d_v5         1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E8pds_v5       1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E8ps_v5        1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E8s_v3         1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E8s_v4         1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E8s_v5         1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E8_v3          1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E8_v4          1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E8_v5          1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E96-24ads_v5   1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E96-24as_v4    1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E96-24as_v5    1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E96-24ds_v5    1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E96-24s_v5     1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E96-48ads_v5   1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E96-48as_v4    1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E96-48as_v5    1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E96-48ds_v5    1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E96-48s_v5     1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E96ads_v5      1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E96as_v4       1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E96as_v5       1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E96a_v4        1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E96bds_v5      1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,2']
virtualMachines   centralus    Standard_E96bs_v5       1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,2']
virtualMachines   centralus    Standard_E96ds_v5       1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E96d_v5        1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E96ias_v4      1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_E96s_v5        1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_E96_v5         1,2,3    ['NotAvailableForSubscription, type: Location, locations: centralus', 'NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3,2']
virtualMachines   centralus    Standard_F1             1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_F16            1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_F16s           1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_F16s_v2        1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_F1s            1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_F2             1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_F2s            1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_F2s_v2         1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_F32s_v2        1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_F4             1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
virtualMachines   centralus    Standard_F48s_v2        1,2,3    NotAvailableForSubscription, type: Zone, locations: centralus, zones: 1,3
